Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
0da8df9535b7752e449dab9dcb2b64be	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.8800938232594172
0dba0c83173f15dc2e3702dee6f66fd6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.9999790647388664
0dc25580c6de63d267045bb0ccde0f98	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.7498722636534236
0dcf60d7f719f19884a6edb3be8e5b47	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__	0.9999675776050342
0ded8bba5c0382570c4ce3a4fd3f3fa7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9934890396555355
0df5d73df57804ff9419bf43e7ab7aa9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__	0.9996540900115761
0e0b6a1349b52699cd73b2cc100d114a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9108427206116078
0e0e1fbceea993edfdb0cf6020f04017	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.9514307982023433
0e53dc57f0084cb656de0595ea42d750	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9196180359705552
0e7e674431177dc147bca0f9625f1110	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9403871353507752
